symbol,price
STORMBNB,0.0
QTUMBNB,0.0
QTUMUSDT,1.274
XEMBTC,1.92e-06
XEMETH,0.0
XEMBNB,0.0
WANBTC,8.1e-07
WANETH,9.27e-05
WANBNB,0.0
WPRBTC,0.0
WPRETH,0.0
QLCBTC,2.1e-07
QLCETH,0.0
SYSBTC,2.2e-07
SYSETH,0.0
SYSBNB,0.0
QLCBNB,0.0
GRSBTC,0.0
GRSETH,0.0
ADAUSDT,0.3514
ADABNB,0.000398
CLOAKBTC,0.0
CLOAKETH,0.0
GNTBTC,0.0
GNTETH,0.0
GNTBNB,0.0
LOOMBTC,7.5e-07
LOOMETH,3.231e-05
LOOMBNB,0.0
XRPUSDT,1.8942
BCNBTC,0.0
BCNETH,0.0
BCNBNB,0.0
REPBTC,0.0003413
REPBNB,0.0
BTCTUSD,88310.8
TUSDBTC,0.0
ETHTUSD,2926.18
TUSDETH,0.0
TUSDBNB,0.0
ZENBTC,0.00010555
ZENETH,0.003991
ZENBNB,0.0329
SKYCOINBTC,0.0
SKYCOINETH,0.0
SKYCOINBNB,0.0
EOSUSDT,0.7799
EOSBNB,0.002583
CVCBTC,5.66e-06
CVCETH,0.0
CVCBNB,0.0
THETABTC,3.08e-06
THETAETH,0.0005017
THETABNB,0.002736
XRPBNB,0.002143
TUSDUSDT,0.9999
IOTAUSDT,0.0848
XLMUSDT,0.2061
IOTXBTC,9e-08
IOTXETH,2.63e-06
QKCBTC,1e-07
QKCETH,4.3e-06
AGIBTC,0.0
AGIETH,0.0
AGIBNB,0.0
NXSBTC,0.0
NXSETH,0.0
NXSBNB,0.0
ENJBNB,0.001368
DATABTC,8e-08
DATAETH,2.034e-05
ONTUSDT,0.0599
TRXBNB,0.0003336
TRXUSDT,0.2949
ETCUSDT,11.28
ETCBNB,0.01416
ICXUSDT,0.0542
SCBTC,0.0
SCETH,5.1e-07
NPXSBTC,0.0
NPXSETH,0.0
VENUSDT,0.0
KEYBTC,0.0
KEYETH,2.27e-06
NASBTC,0.0
NASETH,0.0
NASBNB,0.0
MFTBTC,0.0
MFTETH,4.33e-06
MFTBNB,0.0
DENTBTC,0.0
DENTETH,7e-08
ARDRBTC,6.5e-07
ARDRETH,0.0
ARDRBNB,0.0
NULSUSDT,0.0258
HOTBTC,0.0
HOTETH,1.7e-07
VETBTC,1.2e-07
VETETH,3.44e-06
VETUSDT,0.01008
VETBNB,1.339e-05
DOCKBTC,5e-08
DOCKETH,0.0
POLYBTC,1.384e-05
POLYBNB,0.0
PHXBTC,0.0
PHXETH,0.0
PHXBNB,0.0
HCBTC,0.0
HCETH,0.0
GOBTC,0.0
GOBNB,0.0
PAXBTC,0.0
PAXBNB,0.0
PAXUSDT,0.0
PAXETH,0.0
RVNBTC,1e-07
DCRBTC,0.0002185
DCRBNB,0.0
USDCBNB,0.0
MITHBTC,8e-07
MITHBNB,4.41e-05
BCHABCBTC,0.0
BCHSVBTC,0.0
BCHABCUSDT,0.0
BCHSVUSDT,0.0
BNBPAX,0.0
BTCPAX,0.0
ETHPAX,0.0
XRPPAX,0.0
EOSPAX,0.0
XLMPAX,0.0
RENBTC,4.3e-07
RENBNB,0.0
BNBTUSD,882.54
XRPTUSD,1.8945
EOSTUSD,0.0
XLMTUSD,0.0
BNBUSDC,883.33
BTCUSDC,88100.01
ETHUSDC,2920.89
XRPUSDC,1.8925
EOSUSDC,0.7778
XLMUSDC,0.2058
USDCUSDT,1.001
ADATUSD,0.3847
TRXTUSD,0.05986
NEOTUSD,0.0
TRXXRP,0.1557
XZCXRP,0.0
PAXTUSD,0.0
USDCTUSD,0.0
USDCPAX,0.0
LINKUSDT,11.95
LINKTUSD,14.423
LINKPAX,0.0
LINKUSDC,11.94
WAVESUSDT,1.076
WAVESTUSD,0.0
WAVESPAX,0.0
WAVESUSDC,0.0
BCHABCTUSD,0.0
BCHABCPAX,0.0
BCHABCUSDC,0.0
BCHSVTUSD,0.0
BCHSVPAX,0.0
BCHSVUSDC,0.0
LTCTUSD,83.07
LTCPAX,0.0
LTCUSDC,69.16
TRXPAX,0.0
TRXUSDC,0.2946
BTTBTC,0.0
BTTBNB,0.0
BTTUSDT,0.0
BNBUSDS,0.0
BTCUSDS,0.0
USDSUSDT,0.0
USDSPAX,0.0
USDSTUSD,0.0
USDSUSDC,0.0
BTTPAX,0.0
BTTTUSD,0.0
BTTUSDC,0.0
ONGBNB,0.0
ONGBTC,1.06e-06
ONGUSDT,0.0936
HOTBNB,0.0
HOTUSDT,0.00047
ZILUSDT,0.00485
ZRXBNB,0.0
ZRXUSDT,0.1312
FETBNB,0.0002527
FETBTC,2.5e-06
FETUSDT,0.2209
BATUSDT,0.1725
XMRBNB,0.3321
XMRUSDT,118.7
ZECBNB,0.1026
ZECUSDT,380.61
ZECPAX,0.0
ZECTUSD,0.0
ZECUSDC,380.28
IOSTUSDT,0.001517
CELRBNB,5.294e-05
CELRBTC,9e-08
CELRUSDT,0.00359
ADAPAX,0.0
ADAUSDC,0.3509
NEOPAX,0.0
NEOUSDC,3.567
DASHBNB,0.1183
DASHUSDT,64.97
NANOUSDT,0.0
OMGBNB,0.0
OMGUSDT,0.383
THETAUSDT,0.272
ENJUSDT,0.02743
MITHUSDT,0.00345
MATICBNB,0.000734
MATICBTC,6.67e-06
MATICUSDT,0.3794
ATOMBNB,0.00739
ATOMBTC,2.51e-05
ATOMUSDT,2.207
ATOMUSDC,2.206
ATOMPAX,0.0
ATOMTUSD,0.0
ETCUSDC,11.29
ETCPAX,0.0
ETCTUSD,0.0
BATUSDC,0.0
BATPAX,0.0
BATTUSD,0.0
PHBBNB,0.0
PHBBTC,2.69e-06
PHBUSDC,0.0
PHBTUSD,0.0
PHBPAX,0.0
TFUELBNB,0.0
TFUELBTC,2.1e-07
TFUELUSDT,0.01807
TFUELUSDC,0.0
TFUELTUSD,0.0
TFUELPAX,0.0
ONEBNB,4.537e-05
ONEBTC,9e-08
ONEUSDT,0.0035
ONETUSD,0.0
ONEPAX,0.0
ONEUSDC,0.0
FTMBNB,0.0010144
FTMBTC,7.43e-06
FTMUSDT,0.6994
FTMTUSD,0.0
FTMPAX,0.0
FTMUSDC,0.6986
BTCBBTC,0.0
BCPTTUSD,0.0
BCPTPAX,0.0
BCPTUSDC,0.0
ALGOBNB,0.0005825
ALGOBTC,1.36e-06
ALGOUSDT,0.1199
ALGOTUSD,0.0
ALGOPAX,0.0
ALGOUSDC,0.1197
USDSBUSDT,0.0
USDSBUSDS,0.0
GTOUSDT,0.01233
GTOPAX,0.0
GTOTUSD,0.0
GTOUSDC,0.0
ERDBNB,0.0
ERDBTC,0.0
ERDUSDT,0.0
ERDPAX,0.0
ERDUSDC,0.0
DOGEBNB,0.0
DOGEBTC,1.38e-06
DOGEUSDT,0.12223
DOGEPAX,0.0
DOGEUSDC,0.12211
DUSKBNB,0.0
DUSKBTC,1.75e-06
DUSKUSDT,0.1542
DUSKUSDC,0.0
DUSKPAX,0.0
BGBPUSDC,0.0
ANKRBNB,8.56e-05
ANKRBTC,9e-08
ANKRUSDT,0.00614
ANKRTUSD,0.0
ANKRPAX,0.0
ANKRUSDC,0.0
ONTPAX,0.0
ONTUSDC,0.0599
WINBNB,1e-07
WINBTC,0.0
WINUSDT,2.626e-05
WINUSDC,9.73e-05
COSBNB,2.678e-05
COSBTC,8e-08
COSUSDT,0.001263
TUSDBTUSD,0.0
NPXSUSDT,0.0
NPXSUSDC,0.0
COCOSBNB,0.00559
COCOSBTC,0.0
COCOSUSDT,1.7546
MTLUSDT,0.36
TOMOBNB,0.0
TOMOBTC,3.699e-05
TOMOUSDT,1.3819
TOMOUSDC,0.0
PERLBNB,0.0
PERLBTC,1.13e-06
PERLUSDC,0.0
PERLUSDT,0.0046
DENTUSDT,0.000186
MFTUSDT,0.005254
KEYUSDT,0.001253
STORMUSDT,0.0
DOCKUSDT,0.0039
WANUSDT,0.0714
FUNUSDT,0.001348
CVCUSDT,0.04295
BTTTRX,0.0
WINTRX,8.88e-05
CHZBNB,6.332e-05
CHZBTC,6.2e-07
CHZUSDT,0.05548
BANDBNB,0.0
BANDBTC,3.26e-06
BANDUSDT,0.288
BNBBUSD,251.8
BTCBUSD,42769.4
BUSDUSDT,1.0003
BEAMBNB,0.0
BEAMBTC,7.16e-06
BEAMUSDT,0.0652
XTZBNB,0.002883
XTZBTC,6.36e-06
XTZUSDT,0.5613
RENUSDT,0.04274
RVNUSDT,0.0071
HCUSDT,0.0
HBARBNB,0.00012001
HBARBTC,1.21e-06
HBARUSDT,0.10615
NKNBNB,0.0
NKNBTC,2.4e-07
NKNUSDT,0.0117
XRPBUSD,0.6345
ETHBUSD,2281.12
BCHABCBUSD,0.0
LTCBUSD,72.37
LINKBUSD,14.071
ETCBUSD,19.03
STXBNB,0.000944
STXBTC,3.35e-06
STXUSDT,0.296
KAVABNB,0.00276
KAVABTC,8.7e-07
KAVAUSDT,0.0767
BUSDNGN,0.0
BNBNGN,0.0
BTCNGN,99822596.0
ARPABNB,0.0001547
ARPABTC,1.5e-07
ARPAUSDT,0.0126
TRXBUSD,0.10329
EOSBUSD,0.634
IOTXUSDT,0.00768
RLCUSDT,0.585
MCOUSDT,0.0
XLMBUSD,0.1197
ADABUSD,0.6374
CTXCBNB,0.0
CTXCBTC,7.5e-07
CTXCUSDT,0.0634
BCHBNB,0.6657
BCHBTC,0.006674
BCHUSDT,588.8
BCHUSDC,588.2
BCHTUSD,322.0
BCHPAX,0.0
BCHBUSD,236.0
BTCRUB,3900027.0
ETHRUB,181477.6
XRPRUB,56.31
BNBRUB,22422.22
TROYBNB,1.06e-05
TROYBTC,0.0
TROYUSDT,6.9e-05
BUSDRUB,90.39
QTUMBUSD,2.537
VETBUSD,0.0212
VITEBNB,0.0
VITEBTC,7e-08
VITEUSDT,0.00086
FTTBNB,0.00513
FTTBTC,8.56e-05
FTTUSDT,0.4087
BTCTRY,3818331.0
BNBTRY,38282.0
BUSDTRY,29.33
ETHTRY,126580.0
XRPTRY,82.01
USDTTRY,43.29
USDTRUB,91.1
BTCEUR,74311.04
ETHEUR,2463.95
BNBEUR,745.12
XRPEUR,1.5965
EURBUSD,1.0757
EURUSDT,1.1867
OGNBNB,0.000383
OGNBTC,3.4e-07
OGNUSDT,0.0298
DREPBNB,0.0
DREPBTC,3.9e-07
DREPUSDT,0.0256
BULLUSDT,0.0
BULLBUSD,0.0
BEARUSDT,0.0
BEARBUSD,0.0
ETHBULLUSDT,0.0
ETHBULLBUSD,0.0
ETHBEARUSDT,0.0
ETHBEARBUSD,0.0
TCTBNB,0.0
TCTBTC,1.6e-07
TCTUSDT,0.00312
WRXBNB,0.000398
WRXBTC,4.55e-06
WRXUSDT,0.0173
ICXBUSD,0.1642
BTSUSDT,0.0054
BTSBUSD,0.0
LSKUSDT,0.178
BNTUSDT,0.3882
BNTBUSD,0.3599
LTOBNB,0.0
LTOBTC,3e-08
LTOUSDT,0.0038
ATOMBUSD,11.219
DASHBUSD,25.83
NEOBUSD,6.73
WAVESBUSD,2.216
XTZBUSD,0.671
EOSBULLUSDT,0.0
EOSBULLBUSD,0.0
EOSBEARUSDT,0.0
EOSBEARBUSD,0.0
XRPBULLUSDT,0.0
XRPBULLBUSD,0.0
XRPBEARUSDT,0.0
XRPBEARBUSD,0.0
BATBUSD,0.1709
ENJBUSD,0.2607
NANOBUSD,0.0
ONTBUSD,0.1574
RVNBUSD,0.01525
STRATBUSD,0.0
STRATBNB,0.0
STRATUSDT,0.0
AIONBUSD,0.0
AIONUSDT,0.00943
MBLBNB,0.0
MBLBTC,0.0
MBLUSDT,0.001207
COTIBNB,0.0002123
COTIBTC,2e-07
COTIUSDT,0.01767
ALGOBUSD,0.2071
BTTBUSD,0.0
TOMOBUSD,1.7807
XMRBUSD,170.2
ZECBUSD,25.5
BNBBULLUSDT,0.0
BNBBULLBUSD,0.0
BNBBEARUSDT,0.0
BNBBEARBUSD,0.0
STPTBNB,0.0
STPTBTC,6.7e-07
STPTUSDT,0.07042
BTCZAR,1505613.0
ETHZAR,51704.0
BNBZAR,0.0
USDTZAR,16.25
BUSDZAR,18.85
BTCBKRW,0.0
ETHBKRW,0.0
BNBBKRW,0.0
WTCUSDT,0.0103
DATABUSD,0.02344
DATAUSDT,0.0041
XZCUSDT,0.0
SOLBNB,0.1404
SOLBTC,0.001408
SOLUSDT,124.19
SOLBUSD,74.62
BTCIDRT,0.0
BNBIDRT,0.0
USDTIDRT,15907.0
BUSDIDRT,0.0
CTSIBTC,3.7e-07
CTSIUSDT,0.0322
CTSIBNB,0.0007983
CTSIBUSD,0.1642
HIVEBNB,0.0
HIVEBTC,1.06e-06
HIVEUSDT,0.093
CHRBNB,0.0004377
CHRBTC,5.6e-07
CHRUSDT,0.0385
BTCUPUSDT,16.6
BTCDOWNUSDT,0.001185
GXSUSDT,0.0
ARDRUSDT,0.05704
ERDBUSD,0.0
LENDUSDT,0.0
HBARBUSD,0.0602
MATICBUSD,0.8659
WRXBUSD,0.1105
ZILBUSD,0.01583
MDTBNB,0.0
MDTBTC,3e-07
MDTUSDT,0.01274
STMXBTC,1.6e-07
STMXETH,2.92e-06
STMXUSDT,0.004565
KNCBUSD,0.637
KNCUSDT,0.2119
REPBUSD,0.0
REPUSDT,4.73
LRCBUSD,0.1728
LRCUSDT,0.0472
IQBNB,0.0
IQBUSD,0.00502
PNTBTC,8.64e-06
PNTUSDT,0.035
BTCGBP,35986.75
ETHGBP,1974.32
XRPGBP,0.5257
BNBGBP,267.4
GBPBUSD,1.239
DGBBTC,9e-08
DGBBUSD,0.00632
BTCUAH,4083721.0
USDTUAH,46.2
COMPBTC,0.000268
COMPBNB,0.0
COMPBUSD,45.79
COMPUSDT,23.88
BTCBIDR,1042508253.0
ETHBIDR,47041943.0
BNBBIDR,3335250.0
BUSDBIDR,15559.0
USDTBIDR,15980.0
BKRWUSDT,0.0
BKRWBUSD,0.0
SCUSDT,0.001491
ZENUSDT,9.326
SXPBTC,7.5e-07
SXPBNB,0.00044
SXPBUSD,0.3721
SNXBTC,4.68e-06
SNXBNB,0.01057
SNXBUSD,1.936
SNXUSDT,0.413
ETHUPUSDT,11.651
ETHDOWNUSDT,0.0457
ADAUPUSDT,0.104
ADADOWNUSDT,0.001917
LINKUPUSDT,0.00608
LINKDOWNUSDT,0.000895
VTHOBNB,0.0
VTHOBUSD,0.0
VTHOUSDT,0.00076
DCRBUSD,0.0
DGBUSDT,0.00589
GBPUSDT,1.18
STORJBUSD,0.2371
SXPUSDT,0.0461
IRISBNB,0.0
IRISBTC,1.4e-07
IRISBUSD,0.0
MKRBNB,0.0
MKRBTC,0.01581
MKRUSDT,1813.7
MKRBUSD,1293.0
DAIBNB,0.0
DAIBTC,0.0
DAIUSDT,0.0
DAIBUSD,0.0
RUNEBNB,0.001885
RUNEBTC,6.4e-06
RUNEBUSD,5.462
MANABUSD,0.4388
DOGEBUSD,0.09742
LENDBUSD,0.0
ZRXBUSD,0.1689
DCRUSDT,21.48
STORJUSDT,0.1265
XRPBKRW,0.0
ADABKRW,0.0
BTCAUD,37210.08
ETHAUD,2565.09
AUDBUSD,0.7255
FIOBNB,0.0
FIOBTC,1.2e-07
FIOBUSD,0.01922
BNBUPUSDT,61.8
BNBDOWNUSDT,0.002151
XTZUPUSDT,0.0
XTZDOWNUSDT,0.0
AVABNB,0.0
AVABTC,3.56e-06
AVABUSD,0.47
USDTBKRW,0.0
BUSDBKRW,0.0
IOTABUSD,0.1431
MANAUSDT,0.1425
XRPAUD,0.7
BNBAUD,421.1
AUDUSDT,0.7252
BALBNB,0.0
BALBTC,3.122e-05
BALBUSD,3.15
YFIBNB,0.0
YFIBTC,0.03781
YFIBUSD,5325.0
YFIUSDT,3335.0
BLZBUSD,0.0553
KMDBUSD,0.0
BALUSDT,0.967
BLZUSDT,0.0582
IRISUSDT,0.00521
KMDUSDT,0.0163
BTCDAI,88159.0
ETHDAI,2921.31
BNBDAI,561.9
USDTDAI,0.999
BUSDDAI,1.0
JSTBNB,0.0
JSTBTC,5.2e-07
JSTBUSD,0.02103
JSTUSDT,0.04574
SRMBNB,0.00084
SRMBTC,1.523e-05
SRMBUSD,0.0353
SRMUSDT,0.24442
ANTBNB,0.01764
ANTBTC,0.0001432
ANTBUSD,4.303
ANTUSDT,7.407
CRVBNB,0.0
CRVBTC,3.87e-06
CRVBUSD,0.5041
CRVUSDT,0.3415
SANDBNB,0.000668
SANDBTC,1.49e-06
SANDUSDT,0.132
SANDBUSD,0.3261
OCEANBNB,0.001044
OCEANBTC,9.64e-06
OCEANBUSD,0.2848
OCEANUSDT,0.6123
NMRBTC,0.0001061
NMRBUSD,11.43
NMRUSDT,9.33
DOTBNB,0.002104
DOTBTC,2.11e-05
DOTBUSD,7.373
DOTUSDT,1.862
LUNABNB,0.0
LUNABTC,0.0
LUNABUSD,0.9442
LUNAUSDT,0.0791
IDEXBTC,3.5e-07
IDEXBUSD,0.04879
RSRBNB,8.52e-06
RSRBTC,0.0
RSRBUSD,0.00184
RSRUSDT,0.002317
PAXGBNB,6.469
PAXGBTC,0.05777
PAXGBUSD,1941.0
PAXGUSDT,5099.9
WNXMBNB,0.0
WNXMBTC,0.0
WNXMBUSD,0.0
WNXMUSDT,73.26
TRBBNB,0.0
TRBBTC,0.000227
TRBBUSD,90.12
TRBUSDT,19.4
ETHNGN,0.0
DOTBIDR,72297.0
LINKAUD,7.986
SXPAUD,0.0
BZRXBNB,0.0
BZRXBTC,0.0
BZRXBUSD,0.0
BZRXUSDT,0.0
WBTCBTC,0.9978
WBTCETH,30.06
SUSHIBNB,0.002698
SUSHIBTC,3.37e-06
SUSHIBUSD,0.566
SUSHIUSDT,0.2949
YFIIBNB,0.0
YFIIBTC,0.07249
YFIIBUSD,0.0
YFIIUSDT,435.5
KSMBNB,0.0908
KSMBTC,7.61e-05
KSMBUSD,18.87
KSMUSDT,6.67
EGLDBNB,0.00666
EGLDBTC,6.52e-05
EGLDBUSD,41.53
EGLDUSDT,5.72
DIABNB,0.0
DIABTC,2.9e-06
DIABUSD,0.2384
DIAUSDT,0.2558
RUNEUSDT,0.565
FIOUSDT,0.01077
UMABTC,8.75e-06
UMAUSDT,0.682
EOSUPUSDT,0.0
EOSDOWNUSDT,0.0
TRXUPUSDT,0.03854
TRXDOWNUSDT,1.139
XRPUPUSDT,0.0855
XRPDOWNUSDT,8.172e-05
DOTUPUSDT,0.096
DOTDOWNUSDT,16.737
SRMBIDR,0.0
ONEBIDR,0.0
LINKTRY,517.6
USDTNGN,1518.4
BELBNB,0.002538
BELBTC,1.51e-06
BELBUSD,0.5356
BELUSDT,0.1319
WINGBNB,0.0
WINGBTC,0.0001093
SWRVBNB,0.0
SWRVBUSD,0.0
WINGBUSD,5.79
WINGUSDT,0.326
LTCUPUSDT,0.0
LTCDOWNUSDT,0.0
LENDBKRW,0.0
SXPEUR,0.2654
CREAMBNB,0.0
CREAMBUSD,19.86
UNIBNB,0.01464
UNIBTC,5.31e-05
UNIBUSD,4.58
UNIUSDT,4.683
NBSBTC,0.0
NBSUSDT,0.00166
OXTBTC,2.5e-07
OXTUSDT,0.021
SUNBTC,0.0
SUNUSDT,0.0185
AVAXBNB,0.01328
AVAXBTC,0.0001334
AVAXBUSD,38.99
AVAXUSDT,11.77
HNTBTC,0.0002357
HNTUSDT,4.67
BAKEBNB,0.0006028
BURGERBNB,0.001536
SXPBIDR,0.0
LINKBKRW,0.0
FLMBNB,0.0
FLMBTC,1.6e-07
FLMBUSD,0.0
FLMUSDT,0.0167
SCRTBTC,1.8e-06
SCRTETH,0.000164
CAKEBNB,0.002142
CAKEBUSD,1.54
SPARTABNB,0.0
UNIUPUSDT,0.0
UNIDOWNUSDT,0.0
ORNBTC,1.586e-05
ORNUSDT,1.053
TRXNGN,0.0
SXPTRY,1.997
UTKBTC,4.5e-07
UTKUSDT,0.01196
XVSBNB,0.00596
XVSBTC,5.98e-05
XVSBUSD,7.03
XVSUSDT,5.28
ALPHABNB,0.000299
ALPHABTC,3.5e-07
ALPHABUSD,0.0771
ALPHAUSDT,0.0097
VIDTBTC,2e-08
VIDTBUSD,0.02305
AAVEBNB,0.1517
BTCBRL,465446.0
USDTBRL,5.2772
AAVEBTC,0.00175
AAVEETH,0.05278
AAVEBUSD,93.0
AAVEUSDT,154.47
AAVEBKRW,0.0
NEARBNB,0.001657
NEARBTC,1.664e-05
NEARBUSD,2.249
NEARUSDT,1.467
SXPUPUSDT,0.0
SXPDOWNUSDT,0.0
DOTBKRW,0.0
SXPGBP,0.0
FILBNB,0.00656
FILBTC,1.439e-05
FILBUSD,4.554
FILUSDT,1.272
FILUPUSDT,0.0
FILDOWNUSDT,0.0
YFIUPUSDT,0.0
YFIDOWNUSDT,0.0
INJBNB,0.00503
INJBTC,5e-05
INJBUSD,25.464
INJUSDT,4.412
AERGOBTC,2.57e-06
AERGOBUSD,0.1003
LINKEUR,10.08
ONEBUSD,0.01505
EASYETH,0.0
AUDIOBTC,3.2e-07
AUDIOBUSD,0.1527
AUDIOUSDT,0.028
CTKBNB,0.000281
CTKBTC,2.8e-06
CTKBUSD,0.534
CTKUSDT,0.2474
BCHUPUSDT,0.0
BCHDOWNUSDT,0.0
BOTBTC,0.0
BOTBUSD,0.0
ETHBRL,15429.66
DOTEUR,1.569
AKROBTC,0.0
AKROUSDT,0.000981
KP3RBNB,0.2025
KP3RBUSD,45.39
